,Unnamed: 0,label,text
61188,40574,Restaurants,Restaurant Balli Wolff
30086,14875,Edv,Kölzer Edv Service
10899,26937,Gebrauchtwagen,Automobile Dienstleistungen
29033,40632,Restaurants,Restaurant Il Paradiso Restaurant
36744,52191,Unternehmensberatungen,Tewis Montage Consulting Gmbh
58637,6510,Architekturbüros,Patelkos Architekt Dipl.-ing. Molitor
39895,20350,Elektrotechnik,Mike Grau Repotech-systeme Für Die Elektronik Fertigung Gmbh
57304,6864,Architekturbüros,Schneck Architekturbüro Langner
11049,13320,Dienstleistungen,Walter Siegmund Apffelstaedt Soziale Dienstleistungen
11856,30154,Handelsvermittler Und -vertreter,Mauro Rix Handelsgesellschaft Mbh
15986,26278,Gebrauchtwagen,Autohaus Klausebank Gmbh Vertragshändler
57385,8103,Autowerkstätten,Eberhard Faber Wasner Kfz-reparaturwerkstatt
62473,42037,Sanitärinstallationen,Gerhard Bauer Füchtenkord Gmbh Gas- Und Wasserinstallation
26024,3705,Apotheken,Pankow-apotheke Gümpel
26699,21946,Friseure,Essanelle Ihr Friseur - Essanelle Hair Group Ag Friseursalon Knoche
15101,7782,Autowerkstätten,Autoservice Bartschat Gmbh
48329,20272,Elektrotechnik,Mangelberger Elektrotechnik Gmbh
9395,23181,Friseure,Hair. Style. And Body Friseur Falke
14956,43649,Sanitärinstallationen,Sven Westermann Lewandowsky Sanitär- Heizungs- Und Klimatechnik
42165,11867,Dienstleistungen,Lucia Dienstleistungsservice Gmbh Barz
21292,31504,Hotels,Heino Koop Seehotel Ichlim
60888,29257,Handelsvermittler Und -vertreter,Dec Handelsgesellschaft Mbh
59782,27426,Gebrauchtwagen,Farhat Automobile
43663,27951,Gebrauchtwagen,K P Automobile
59680,39809,Restaurants,Horst Weber Restaurant Kashmir
6957,34872,Maler,Nietiet Malermeister Willer
59184,23549,Friseure,Ingo Kröll Friseur Company Gmbh
34627,15184,Edv,Oskar Laue E3n Gmbh & Co. Kg Edv-dienstleister
21468,53976,Vereine,Hospizbewegung Camino E.v. Amb. Hospizverein Celik
59878,60535,Versicherungsvermittler,Stula Versicherung
8376,16858,Elektriker,Elektro Willhöft Installation Gmbh
52864,49073,Unternehmensberatungen,Dieter Valentin Vector Med-consult Gmbh
34390,32343,Hotels,Hotels - Waldhotel Hensels Felsenkeller
33928,57769,Vermittlungen,Straßenverkehr Auskunft Zur Kfz-zulassungsstelle Stva.de E. K. Klaiber
1005,8018,Autowerkstätten,Clever Auto Service Baran Autowerkstatt David
50862,14807,Edv,Khalid Dahm Alptekin Informationstechnologie E.k.
12836,24862,Friseure,Shiny Hair
6710,48021,Unternehmensberatungen,3s Consult Gmbh Büro Dresen Heinzelmann
22427,918,Allgemeinärzte,Karl Keim Alzeer Facharzt Für Innere Medizin Dr.
11229,32441,Hotels,Jörg Raith Hotels - Amberger-steidle
49707,39040,Restaurants,"Gaststätten, Restaurants - Gaststätte Kegelgasthaus Nr. 2"
2733,60269,Versicherungsvermittler,Rüdiger Winkelmann Künster Versicherung
61055,36743,Physiotherapie,Klaus Wegener Nachtmann Krankengymnastik Praxis Für Physiotherapie
56672,14982,Edv,Mangaard Informatik Krohn
47418,3864,Apotheken,Rosgarten-apotheke Wollmatingen Pötzsch
1573,47670,Tiefbau,"Twieling Gmbh & Co. Kg, Franz-georg Baugeschäft"
58686,27829,Gebrauchtwagen,Händel Automobile
18019,56311,Vermittlungen,"Albert Eisenmann A.a.a.allround Dienstleistungen, Ausführung Und Vermittlung, Notdienst Tag Und Nacht Gmbh Schädlingsbekämpfung"
61582,23720,Friseure,Karl-willi Ihr Coiffeur In Ettenheim Biosthetique Friseursalon
13132,49390,Unternehmensberatungen,Fdc Selim Development & Consult
46159,23033,Friseure,Haarwerk Ohg
19266,33840,Maler,Gustav Kilic Bagrowski Malerfachbetrieb
32647,52526,Unternehmensberatungen,Weller Unternehmensberater
7610,26742,Gebrauchtwagen,Autohaus Tekken Gmbh & Co.kg
18839,40384,Restaurants,Neckarperle Restaurant Wächter
59324,50479,Unternehmensberatungen,Kleinke Consulting
57845,13686,Edv,Bellini Computerdienstleistungen
8086,49740,Unternehmensberatungen,Günther Burkert Schliehe Unternehmensberatung
30698,25340,Friseure,Winkle Friseursalon
31575,55274,Vereine,Sv Erzhausen E.v. Nelles
29663,44513,Tiefbau,Besold Bauunternehmen
55382,16243,Elektriker,Dorfner Elektro
6573,1017,Allgemeinärzte,Kramann Arzt Für Allgemeinmedizin Dr. Med. Ahmad
44358,24261,Friseure,Möhr Friseurmstr.
18881,31719,Hotels,Hotel Jever-stuben Inh. Robins Müller
60071,34144,Maler,Javier Slodki Malereibetrieb Gmbh
35556,29498,Handelsvermittler Und -vertreter,Gerhard Kehrer Overmeyer Handelsagentur
39139,48044,Unternehmensberatungen,A2 Consulting Gmbh Consulting
43448,29998,Handelsvermittler Und -vertreter,Kosel Handelsvertretung
35786,35361,Maler,Sprutta Malerbetrieb Rosemann
56341,56994,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Solarstromanlagenbau Wiemann"
122,10980,Dienstleistungen,Glenn Schupp Remondis Industrie Service Gmbh & Co.kg
61554,41671,Sanitärinstallationen,Burges Ohg Bauklempnerei Sanitäre Anlagen
41434,34509,Maler,Maler Vester Betrieb Für Malerarbeiten
32135,51688,Unternehmensberatungen,Rosenkranz Finanz- U. Wirtschaftsberatung Reinfriedbilien U. -finanzierung
59275,441,Allgemeinärzte,Forstner Fachärztin Für Allgemeinmedizin Dr-medic Kreutz
451,20221,Elektrotechnik,Loncego Elektronik Gmbh & Co. Kg
26968,24274,Friseure,Natural Hair Style Friseur Becher
41714,2806,Apotheken,Apotheken - West-apotheke Apotheke Schwan
47957,5069,Architekturbüros,Faf Gmbh Architekten Und Renènieure
53724,45141,Tiefbau,Fischer-bau Gmbh
518,51225,Unternehmensberatungen,Pachmayr Unternehmensberatung Dipl.-kfm.
42422,6885,Architekturbüros,Schubert Architekten Dipl.-ing.
54326,1033,Allgemeinärzte,Krischan Arzt Für Allgemeinmedizin Dr. Rer. Nat. Hansmann
60208,26819,Gebrauchtwagen,Autohaus Wedlich Kulmbach Gmbh
13066,7741,Autowerkstätten,Autohaus Luisdenzstr. Gmbh Kfz-werkstatt
20310,50696,Unternehmensberatungen,Liquimed Consulting
30313,4151,Apotheken,Wladimir Witte Apotheke Lützelbach
61328,41120,Restaurants,Werner Augustin Restaurant Caracol
28380,59331,Versicherungsvermittler,Huk-coburg Versicherungen Bausparen Vertrauensmann Athanasios Buk
8103,19446,Elektrotechnik,Electronic Stadtroda Gmbh Computer Hard-/software Klatt
29641,26332,Gebrauchtwagen,Autohaus Lademann Gmbh & Co. Kg Leuschner
56867,30788,Handelsvermittler Und -vertreter,Weise Gmbh Großhandel Und Handelsvertretungen
32893,53094,Vereine,Betriebsarztzentrum Dortmund Und Umgebung E.v. Reil
28020,3674,Apotheken,Normannus-magnus-apotheke
19117,32804,Hotels,Rudolf Unruh Viva Hotel Gmbh Hotel
6758,31861,Hotels,Hotel Zur Fähre Storz
12551,18982,Elektriker,Wolfgang Gerhard Lämmel Elektroinstallationsmeister
45076,2915,Apotheken,Bockstal-apotheke Bockstal Inh.fuchs-hacene
57224,58389,Versicherungsvermittler,Concordia Service Büro Lehr Versicherungskauffrau
49466,35264,Maler,Schuhbeck Malerbetrieb
60553,17243,Elektriker,Flexeder Elektro
6442,35052,Maler,Rebel & Sohn Gmbh Malerwerkstätte
16251,27394,Gebrauchtwagen,Estorff Autohaus Gmbh & Co. Kg Autohaus
55841,28412,Gebrauchtwagen,Peter Lechner Autohaus Stuttgart Bojovic Gmbh
36219,47688,Tiefbau,Urb Umwelt- Und Recycling-bau Gmbh Zittau Kolb
60641,37275,Physiotherapie,Physiotherapie Damsdorf Schwarzkopf
15521,17776,Elektriker,Katers-elektro Installations Gmbh
8216,51172,Unternehmensberatungen,Olaf Pohle Gremmers Unternehmensberatung
26790,17577,Elektriker,Hermann Suhr Elektro Müller & Co. Gmbh Elektroinstallation
43400,20192,Elektrotechnik,Land Elektrotechnik Gmbh
40467,7732,Autowerkstätten,Autohaus Froebel Kfz-handel Hinkel
50152,29166,Handelsvermittler Und -vertreter,Brandt Handelskontor Gmbh Bauelemente
13759,2328,Apotheken,Apotheken - Bahnhof Apotheke Sandro Harro Apotheke
48458,48601,Unternehmensberatungen,Bsl Public Sector Managementberatung Gmbh
27129,59620,Versicherungsvermittler,Kreiner Allianz Versicherung Hammerschmidt
16645,53854,Vereine,Haspo Bayreuth E. V. -geschäftsstelle-
38289,41045,Restaurants,Turm-brauhaus Tischer
61396,41688,Sanitärinstallationen,Bökamp Gesellschaft Für Heizung- U. Sanitärtechnik Mbh
52850,47306,Tiefbau,Siebler Baugeschäft
42025,37599,Physiotherapie,Rolf Maute Mahlo Physiotherapie
51428,44983,Tiefbau,Eichkorn Bau Gmbh Delfbilien
61879,34592,Maler,Malerbetrieb Von Tongelen Gmbh Häußler
8249,53364,Vereine,Dieter Wessel Goethe-institut E.v. Zentrale
27428,42939,Sanitärinstallationen,Meetz Gas- Und Wasserinstallation Brix
61615,50024,Unternehmensberatungen,Hsm Gmbh Unternehmensberatung
5295,60354,Versicherungsvermittler,Schramek Versicherungen Wehner
32970,28075,Gebrauchtwagen,Kramo Gotha Gmbh Autohaus
23655,59994,Versicherungsvermittler,Olaf Dück Finanz U. Risikomanagement Gmbh Versicherung
12037,17314,Elektriker,Geil Elektromeister
44713,37300,Physiotherapie,Physiotherapie Im Thälmannpark Krankengymnast
47763,39027,Restaurants,"Gaststätten, Restaurants - Gasthof Zur Linde Inh. Reiko Lindenberger"
50627,56136,Vermittlungen,Aktiv Verbraucher-beratung Gmbh Notarzt Böhme
52870,32527,Hotels,Landhotel Am Wasserrad
16931,10341,Dienstleistungen,Contros Systems & Solutions Gmbh
28617,49314,Unternehmensberatungen,Eschke Consult Unternehmensberatung
56006,37974,Physiotherapie,Vierle Physiotherapie
38996,27097,Gebrauchtwagen,Bielefeld Automobile Gebrauchtwagen-outlet
1400,45504,Tiefbau,"Hans-Jürgen Eggers Heemskerk Tiefbauunternehmen Gmbh, Th."
42781,5543,Architekturbüros,Hellmann Architekten
42458,45802,Tiefbau,Höhl Bauuntern.
3139,25455,Gebrauchtwagen,Acc-paus Automobile Rösch
40105,4064,Apotheken,Thüringer Apotheke Kupka
36468,43186,Sanitärinstallationen,R + K Sanitär U. Heizungsservice Gmbh
27342,32818,Hotels,Schloss Hohenstein
61748,57628,Vermittlungen,"Rainer Kaczmarek Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau"
36022,29392,Handelsvermittler Und -vertreter,Eymann Handelsvertretung Heese
62347,36973,Physiotherapie,Marcel Hipp Physiotherapie An Der Weser
37444,48001,Tiefbau,Zitterich Bauunternehmen Luft
53596,33493,Maler,Drügemöller Malerbetrieb
55409,4525,Architekturbüros,Aukett + Heese Gmbh Architekten Generalplaner
21162,57724,Vermittlungen,"Slabon Fabio Handel, Vermittlungen U. Verkauf"
22080,37528,Physiotherapie,Ramsperger Krankengymnastik Physiotherapie
48924,23002,Friseure,Haarstudio Sladjana
31701,27831,Gebrauchtwagen,Häusler Automobil Gmbh & Co. Kg Chevroletautomobile Automobilhändler
3081,44882,Tiefbau,Dk-bau Gmbh Estrichbarbeiten/beschichtungen
61219,16060,Elektriker,Bernd Köster Wienecke Elektromeister
5635,2505,Apotheken,Apotheken - Jade-apotheke
10452,59533,Versicherungsvermittler,Keiper Versicherungsbüro Deininger
35388,49027,Unternehmensberatungen,Denzer Unternehmensentwicklung Gellert
1148,22003,Friseure,Feldotto Friseurmeisterin Stecher
356,30264,Handelsvermittler Und -vertreter,Nikolai Weißbach Schweiker Werksvertr.
41341,15341,Edv,Ralf Witte Comtec Edv Systeme Gmbh
33466,26730,Gebrauchtwagen,Autohaus Subaru Zimpel U. Clemense Gmbh
14816,9206,Autowerkstätten,Robert Stenger Sikora Kfz-werkstatt
25370,29670,Handelsvermittler Und -vertreter,Hans Mühle Eco-nova Handelsgesellschaft Mbh
40974,61711,Werbeagenturen,Frank Niermann Agentur Migge & Partner Werbeagentur
44244,39264,Restaurants,"Gaststätten, Restaurants - Nicolausn's"
51375,33982,Maler,Helmut Henke Tichnau Maler- Und Lackierermeister
44972,5931,Architekturbüros,Klaus Binder Dratz & Dratz Architekten
809,21768,Friseure,Dieter Rütten Haarwerk Ltd. Friseur
35398,2342,Apotheken,Apotheken - Blick-apotheke Wendland
32251,12844,Dienstleistungen,Sirius Gmbh Document Solutions
36698,2089,Apotheken,Amtsapotheke Klocke
50814,9838,Dienstleistungen,Andreas Kaufmann Hr4you Solutions Gmbh & Co. Kg
30225,38713,Restaurants,Friedbert Schneiders Hotels - Hotel & Restaurant Fährkrug
7532,56700,Vermittlungen,"Elektro A-z & Notdienst, Alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k Satellitenantennenbau Kratzer"
33358,31378,Hotels,Georg Bußmann Parkhotel Pforzheim Gmbh & Co.
36386,50162,Unternehmensberatungen,Int Comm Consulting Unternehmensberatung Jacobsen
40276,9745,Dienstleistungen,Ai Industrial Services Gmbh Dienstleister Der Industrie
56538,36332,Physiotherapie,Graba Krankengymnastin Friesen
35982,21687,Friseure,Damian Schwerdtfeger Kings & Queens Friseur
52100,6661,Architekturbüros,Rattay Architekturbüro Dipl.-ing.
16342,8973,Autowerkstätten,Motorcorner Gmbh Kfz-fachbetrieb Schreck
2744,47483,Tiefbau,Sturm Tiefbau Gmbh
58879,51432,Unternehmensberatungen,Procon Projekt Consult International Gmbh Jessen
63225,13052,Dienstleistungen,Techno-service Warnstedt Gmbh
3820,31929,Hotels,Hotels - As-salam Aparthotel
18417,19802,Elektrotechnik,Hailfinger Electronic
31027,35404,Maler,Struck Heinz-peters Gmbh Malereibetrieb
4600,47338,Tiefbau,Sk Tiefbau Moers Gmbh Tiefbau
22183,6590,Architekturbüros,Plönnig Architekt Stroh
1346,50134,Unternehmensberatungen,Infocient Consulting Gmbh
20712,24792,Friseure,Schnittstlle Friseursalon
22044,60394,Versicherungsvermittler,Segref Versicherung Haug
7979,48591,Unternehmensberatungen,Bru Betriebsberatung Gmbh
11052,9332,Autowerkstätten,Sh Mobile Orazio Hroch Kfz-werkstatt
27871,36993,Physiotherapie,Marx Physiotherapie
18039,1331,Allgemeinärzte,Oswin Kiel Köneke Fachärztin Für Allgemeinmedizin Dr. Med.
1766,48760,Unternehmensberatungen,Claus Matt Cuso Consulting Gmbh
7969,58191,Versicherungsvermittler,Bahl Versicherung
11774,42817,Sanitärinstallationen,"Lehmler Gmbh, Raymond Heizung Sanitär"
15987,7594,Autowerkstätten,Auto Boldt Kfz-reparatur
49688,12779,Dienstleistungen,Sepia Service
27091,18563,Elektriker,Scholz Elektroinstallationstechnik
14709,18702,Elektriker,Stefan Priebe A M M Elektro Vertriebs Gmbh
14141,36321,Physiotherapie,Gleba Krankengymnastik
19665,12764,Dienstleistungen,Seebauer-service Gmbh
60314,61450,Werbeagenturen,Cream Communication Pr-beratung
7791,54840,Vereine,Peter Happe Lebenshilfe E.v. Brötchengeber
34290,8436,Autowerkstätten,Heinz Hauck K&a Automobile Gmbh Automobilservice
22881,1964,Allgemeinärzte,Wipfler Arzt Für Allgemeinmedizin Velten
56124,57274,Vermittlungen,"Hermann Vogelsang Ab Bahnhof Auskunft, An-/abfahrt Ug (haftungsbeschränkt) Auskunftsdienst"
35411,40313,Restaurants,Meier Gaststätte
61209,8757,Autowerkstätten,Korrenz Gmbh Automobile Kfz Lackierung & Reparatur
58248,21600,Friseure,Coiffure Velly Friseur Ammon
60707,54348,Vereine,Krankenkassen Auskunft Verbindung Zu Allen Kassen In Ihrer Stadt E.v. Ortner
53533,37578,Physiotherapie,Richter Physiotherapiepraxis
16284,63333,Werbeagenturen,Zeiger Werbeagentur Für Integrierte Kommunikation
48972,22616,Friseure,Frisör Public
13487,38560,Restaurants,Dinea Gastronomie Gmbh
5011,43398,Sanitärinstallationen,Schages Heizung Sanitär Hof
57041,14594,Edv,Hotz Kommunikations- Und Datenservice Edv-dienstleistungen
39354,47322,Tiefbau,Sillis Tuncer Dipl.-ing.(fh) Bauunternehmen U.
20519,22628,Friseure,Frisör X-press Lukas
11917,21568,Friseure,Coiffeur Creativ Claus-peterenberger Friseur
57297,5450,Architekturbüros,Harald Sieg Vogginger Architekturbüro
43927,13194,Dienstleistungen,Ulrich Kästner Stellk Landmaschinen Service
611,60858,Versicherungsvermittler,Werner Grunewald Linsel Versicherung
25950,26932,Gebrauchtwagen,Automobile Büschke Gmbh Dogan
40453,42017,Sanitärinstallationen,Gebhards Edo Gmbh & Co.kg Heizung Sanitär
36749,38914,Restaurants,"Gaststätten, Restaurants - Bülser Hof"
15112,38202,Restaurants,Amici Restaurant
22225,12611,Dienstleistungen,Rolf Landgraf Csm Gmbh Chlor Service Management
62327,17444,Elektriker,Haaf Elektroinstallation Lindenberg
15934,27669,Gebrauchtwagen,Hans Irmscher Audi Bkk
52212,51740,Unternehmensberatungen,S&f Consulting Gmbh Herr
28316,13068,Dienstleistungen,Teresis E.k. Bücher-service Gärtner
14385,894,Allgemeinärzte,Jürgen Leonhard Bihn Allgemeinmediziner Dr. Med.
56931,17603,Elektriker,Hofele Elektro Service Gmbh
9597,24188,Friseure,Michael Kolb Haarsalon Krupa
10827,43621,Sanitärinstallationen,Stolle Sanitärtechnik Gmbh Installateur- Und Klempnermeister
15359,1531,Allgemeinärzte,Rys Facharzt Für Innere Medizin
35835,14348,Edv,Gerhard Eckhoff Robitronic It- Und Pc-technik
43711,2382,Apotheken,Apotheken - Deich-apotheke Rasch
58445,56,Allgemeinärzte,Aquila Arztpraxis Für Allgemeinmedizin Dr. Wittenberg
35938,42137,Sanitärinstallationen,Günter Haustein Köbig Baubedarf Gmbh & Co. Kg Sanitär
7405,19053,Elektriker,Züblin Elektro Gmbh
35496,31918,Hotels,Hotels - Apart Hotel Halle Ferber
46104,63315,Werbeagenturen,Www.regionale-werbung.de Gmbh
41484,14993,Edv,Martin Finger Csr Computer-service Computerservice
9873,2993,Apotheken,Daimler - Apotheke
37976,32535,Hotels,Landhotel zur Guten Einkehr Schöler
52104,8804,Autowerkstätten,Köllmer Auto- U. Hobby-mietwerkstatt Behrmann
29246,10566,Dienstleistungen,Dogan Zech Proceed Collection Services Gmbh
9308,15715,Edv,Trevisto Gmbh It-dienstleistungen
12916,32822,Hotels,Schlosshotel Wasserburg Gmbh
10536,31557,Hotels,Hnh Hotel nürnberger Hof Gmbh Hotel
15244,34282,Maler,Klem Gmbh Malergeschäft Epple
52900,21042,Elektrotechnik,Winzerling Elektrotechik
31961,56072,Vermittlungen,Aktiv Auskunft Verbraucher-beratung Gmbh Verbraucherrecht Schönfelder
44570,37722,Physiotherapie,Selenkowitsch Praxis Für Physiotherapie Steininger
15791,31120,Hotels,Bernhard Gessner Hotels - El Camino
30249,21024,Elektrotechnik,Wilfried Franzke Elbe Warnow Elektrotechnik Gmbh
9155,21076,Elektrotechnik,"Zahner-elektrik, Andrèborg Zahner-schiller Gmbh + Co. Kg"
47134,31221,Hotels,Crowne Plaza Hamburg Hotel
11429,40172,Restaurants,Landgasthof Obercarsdorf Inh. L. Seifert T-data Gmbh Oc Leipzig
29458,19799,Elektrotechnik,"Haesihus Elektrotechnik Gmbh, H. Engert"
5365,34886,Maler,Nowak Gmbh Malerbetrieb
62725,27816,Gebrauchtwagen,Horst Sperlich Auto-center Soliman Gmbh
33924,36436,Physiotherapie,Harald Weller Praxis Für Physiotherapie
45086,45207,Tiefbau,Gadi-tiefbau Gmbh Güstrow
15032,38732,Restaurants,Galeria Kaufhof Restaurant Dinea Geier
24512,59046,Versicherungsvermittler,Günther Daum Inter Versicherungen Bezirksdirektion Krankenversicherungen
32329,20496,Elektrotechnik,Pirkl Elektrotechnik Klose
56810,8925,Autowerkstätten,Mathes Kfz-werkstatt
7000,22104,Friseure,Friseur - Shop 24 Inh. F. Tamkus
47048,24909,Friseure,Smiley Der Friseur Mattern
6719,57095,Vermittlungen,Gerhard Beermann Aktiv Verbraucher-beratung Gmbh Notarzt
21503,62278,Werbeagenturen,Loenneberga Design Werbeagentur
6360,47914,Tiefbau,Wladimir Pietsch Dobbrick Bau Erdarbeiten
37501,57948,Versicherungsvermittler,Achenbach Continentale Versicherung
62419,43986,Tiefbau,A.r.t.u.s. Gmbh Baubetrieb
59965,10727,Dienstleistungen,Ewald Brandenburg Teka Services Gmbh
56060,37553,Physiotherapie,Reiner Tetzlaff Physiotherapie Dommerholt
20084,2886,Apotheken,Bauland Apotheke Apotheke
37379,24636,Friseure,Rudi Pries Friseursalon
28797,56449,Vermittlungen,"Detlef Ruppert Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Satellitenantennenbau"
50010,23130,Friseure,Hair Harmony Gmbh
32763,15237,Edv,Pc-service-netz Glaß
33696,7837,Autowerkstätten,Autoservice Wörheide Kfz-werkstatt Kupfer
31161,29944,Handelsvermittler Und -vertreter,Kiewitz Handelsvertretung
49074,6371,Architekturbüros,"Muckenhaupt Objektplanung,architekten Architekt"
35348,60628,Versicherungsvermittler,Trullo Versich.vermittlung
52334,57133,Vermittlungen,"Günter Kuck Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau"
20449,22854,Friseure,Haar Steel Friseur Lohr
48698,28294,Gebrauchtwagen,Moser Autohandel
34934,32158,Hotels,Hotels - Hotel abendstern
37928,4610,Architekturbüros,Berr & Schindlbeck Architekturbüro Schöttler
46822,60069,Versicherungsvermittler,Peter Scheuer Dunaiski Versich.fachmann
14212,28377,Gebrauchtwagen,Osseili Autohandel
24329,23675,Friseure,Jürgen Renken Struwwelpeter Friseursalon
11112,45746,Tiefbau,Horst-peter Bauunternehmen Gmbh & Co. Kg
29300,21364,Friseure,Binn Damensalon Borchardt
22277,39145,Restaurants,"Gaststätten, Restaurants - Kgv Deutsche Scholle"
19097,11876,Dienstleistungen,Lycka Solution Gmbh Gottwald
42333,3080,Apotheken,Einhorn-apotheke S. Zerfaß Wehrle
42857,39270,Restaurants,"Gaststätten, Restaurants - Offsetdruck Schwarz Gmbh Druckerei"
59182,10115,Dienstleistungen,Bfs Solutions Gmbh
53104,61188,Werbeagenturen,Angelo Ott Deichpixel Werbeagentur
38740,56889,Vermittlungen,"Elektro A-z & Notdienst,alarm-,photovoltaik-/solarstrom-,sat-,sprechanlagen E.k. Solaranlagenbau Clauß"
42601,34256,Maler,Kiechle Malermeister Marschner
10642,7670,Autowerkstätten,Auto-service Meisen Gmbh
38790,18836,Elektriker,Ulrich Böger Keuchel Elektromstr. Nachtstromservice
1120,39049,Restaurants,"Gaststätten, Restaurants - Gaststätte Rappelkiste Inh. Hamza Struckmann"
22909,39558,Restaurants,Gerd Krell Hotels - Hotel Zum Schloß Restaurant
14402,54411,Vereine,Lebenshilfe Detmold E.v. Wohnhaus Tu Hus Kropf
40337,56558,Vermittlungen,"Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau Glatz"
12660,7963,Autowerkstätten,"Brückner & Uve, Autowaschcenter U. Kfz-reperatur"
51637,14455,Edv,Hans-jakobsen Best Gmbh Computer & Netzwerk Vertrieb U. Service
43341,23881,Friseure,Kurlykuv Frisörsalon Nitzsche
18695,21940,Friseure,Essanelle Ihr Friseur - Essanelle Hair Group Ag
36096,55461,Vereine,Ulrichwerk Handorf E.v.
63100,15010,Edv,Megerle Edv Systeme Gmbh
47532,460,Allgemeinärzte,Freddy Facharzt Für Allgemeinmedizin Dr. Med.
32174,6727,Architekturbüros,Robert Rasch Rockenfeld Architekten
61183,9271,Autowerkstätten,Scharrer Kfz-werkstatt
51983,19461,Elektrotechnik,Elektro Gosbertak Elektrotechnik
41367,41941,Sanitärinstallationen,Fischer Urban Gmbh Heizung Sanitär
16759,39439,Restaurants,"Gaststätten, Restaurants - The Contact Company 1991 Gmbh"
58099,11517,Dienstleistungen,Joachim Holzapfel Kämpf Dienstleistungen
1879,50199,Unternehmensberatungen,Io Innovation Consulting Kahl
32333,41818,Sanitärinstallationen,Drenske & Ulbrieg Sanitär Und Heizungsbau Gmbh
37301,961,Allgemeinärzte,Klaus Kurth Leggewie Facharzt Für Allgemeinmedizin
47656,31776,Hotels,Hotel Rio Gmbh Berberich
21966,45481,Tiefbau,Hamo Bau Gmbh Balke
38729,39585,Restaurants,Ginkgo Restaurant Rode
39339,13267,Dienstleistungen,Viventure Culture Solution
38424,47586,Tiefbau,Thorsten Seifried Imt Tiefbau Gmbh
46484,9084,Autowerkstätten,Peter Diederichs Uekötter Kfz-handel Und Reparaturwerkstatt
58084,54270,Vereine,Kinderladen Fidibus E.v.
18268,26734,Gebrauchtwagen,Autohaus Südstadt Gmbh
39639,56633,Vermittlungen,"Elektro A-z & Notdienst, Alarm-, Photovoltaik-/solarstrom-, Sat-, Sprechanlagen E.k. Solaranlagenbau Pauls"
27354,47094,Tiefbau,Rüba Planungs- Und Bau Gmbh Risch
60495,45651,Tiefbau,Herbert Naumann Spath Gmbh Bauunternehmen
26163,48923,Unternehmensberatungen,Csc - Card Solution Consult
48866,38004,Physiotherapie,Weidig Physiotherapie
41339,43063,Sanitärinstallationen,Obenhaus Gmbh Sanitär- Heizungs- Und Klimatechnik
21379,17206,Elektriker,Ewl-instakit Leder
20931,3969,Apotheken,St. Carlos Apotheke
25307,53655,Vereine,"Gaststätten, Restaurants - Tsv Ringheim 1951 E.v."
55649,33810,Maler,"Grimm Malerwerkstatt, Atelier"
4277,6839,Architekturbüros,Schirm Architekt Dipl.-ing. Theis
19399,56477,Vermittlungen,"Dirk Haak A.a.a.allround Dienstleistungen, Ausführung Und Vermittlung, Notdienst Tag Und Nacht Gmbh Schädlingsbekämpfung"
16210,16335,Elektriker,Elektrick Elektronotdienst Hausgeräteserv. Rauchmelder Überwachung Alarm Ek Elektroinstallation Marten
38878,8393,Autowerkstätten,Hans-albert Kfz-reparaturwerkstätte
29014,22808,Friseure,Gökkaya Frisör
29304,21888,Friseure,Elmar Singh Struwelpeter Friseursalon
28975,13387,Dienstleistungen,Wilfried Leis Hawema Dienstleistungsservice
1869,10480,Dienstleistungen,Dgt Dienstleistungsgesellschaft Mbh
2974,34519,Maler,Malerbetrieb Bronshtein Malermeisterbetrieb
20986,30784,Handelsvermittler Und -vertreter,"Weidemann, Joel Handelsvertretung"
25700,44396,Tiefbau,Bauunternehmen Tebinka Klinke
60033,34526,Maler,Malerbetrieb Däumichen Maler- Und Lackierermeister
5664,23219,Friseure,Hairspeed Gmbh Frisör
23512,25440,Gebrauchtwagen,A.t. Automobile Timmermann
47962,20426,Elektrotechnik,Novotron Industrie-electronic Gmbh
48275,52841,Vereine,Alfred Hölzel Hanno E.v.
4836,56333,Vermittlungen,"Alois Reindl A.a.a.allround Dienstleistungen, Ausführung U. Vermittlung, Notd. Tag+nacht Gmbh Schädlingsbekämpfung"
42575,58010,Versicherungsvermittler,Allianz Generalvertretung Gilles Müller-haack Agentur Für Versicherung Und Finanzen
28068,43544,Sanitärinstallationen,Siegel Filippo Haustechnik Gmbh Sanitär Blechnerei Heizung
21400,16159,Elektriker,Christian Burkhart Theuer Elektromeister
54529,49591,Unternehmensberatungen,Gerd Thimm Geba Gesellschaft Für Betriebsberatung Mbh
40328,3224,Apotheken,Guardini-apotheke Arend
19655,29912,Handelsvermittler Und -vertreter,Kamor Handelsgesellschaft Mbh
19440,38660,Restaurants,Espressobar-mobil-services Espressobar
